Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company_ID,Company,Company_real,Computation,Appearance
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Telstra,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Trium,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Typhoon,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,UTStarcom,HTC,0.0851304645,0.114766121375
Yakumo PDA Delta 300 GPS,2004-01-01,2004.0,381,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Getac,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Yakumo PDA Delta 300 GPS,2004-01-01,2004.0,381,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Medion,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Yakumo PDA Delta 300 GPS,2004-01-01,2004.0,381,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Mio,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Yakumo PDA Delta 300 GPS,2004-01-01,2004.0,381,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,MiTAC,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Yakumo PDA Delta 300 GPS,2004-01-01,2004.0,381,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Sagem,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Yakumo PDA Delta 300 GPS,2004-01-01,2004.0,381,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Yakumo,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Airis N509,2004-02-01,2004.083333,382,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.26147541,0.065426555,0.017964585,0.01875,0.17617365,4.0,Airis,Airis,0.08938240324999999,0.10813122912499999
E-TEN InfoTouch P700,2004-02-01,2004.083333,383,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.195088677,0.336065574,0.095574086,0.036507291,0.030172414,0.17617365,43.0,E-TEN,"E-TEN Information Systems Co., Ltd",0.1020191885,0.127834019625
E-TEN InfoTouch P700,2004-02-01,2004.083333,383,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.195088677,0.336065574,0.095574086,0.036507291,0.030172414,0.17617365,43.0,MWg,"E-TEN Information Systems Co., Ltd",0.1020191885,0.127834019625
MiTAC Mio 8390 Digi-Walker,2004-02-01,2004.083333,384,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.121418827,0.204918033,0.116100064,0.016722694,0.014008621,0.210499748,84.0,Getac,MiTAC International Corp,0.081551856,0.079160967375
MiTAC Mio 8390 Digi-Walker,2004-02-01,2004.083333,384,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.121418827,0.204918033,0.116100064,0.016722694,0.014008621,0.210499748,84.0,Medion,MiTAC International Corp,0.081551856,0.079160967375
MiTAC Mio 8390 Digi-Walker,2004-02-01,2004.083333,384,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.121418827,0.204918033,0.116100064,0.016722694,0.014008621,0.210499748,84.0,Mio,MiTAC International Corp,0.081551856,0.079160967375
MiTAC Mio 8390 Digi-Walker,2004-02-01,2004.083333,384,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.121418827,0.204918033,0.116100064,0.016722694,0.014008621,0.210499748,84.0,MiTAC,MiTAC International Corp,0.081551856,0.079160967375
MiTAC Mio 8390 Digi-Walker,2004-02-01,2004.083333,384,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.121418827,0.204918033,0.116100064,0.016722694,0.014008621,0.210499748,84.0,Sagem,MiTAC International Corp,0.081551856,0.079160967375
MiTAC Mio 8390 Digi-Walker,2004-02-01,2004.083333,384,0.015594958,0.000523305,0.099589413,0.035971223,0.030894309,0.093253968,0.121418827,0.204918033,0.116100064,0.016722694,0.014008621,0.210499748,84.0,Yakumo,MiTAC International Corp,0.081551856,0.079160967375
Sony Clie PEG-TH55 / PEG-TH55E,2004-02-01,2004.083333,385,0.019501328,0.000523305,0.061071849,0.158273381,0.089430894,0.222222222,0.182264666,0.297131148,0.061577935,0.014517269,0.02262931,0.250630994,123.0,Sony,Sony Corporation,0.08293186899999999,0.131005853125
Sony Ericsson P908 (SE Linn),2004-02-01,2004.083333,386,0.00778222,0.00078547,0.077579376,0.09352518,0.043902439,0.142857143,0.137789905,0.270491803,0.114175754,0.0241098,0.017241379,0.207723372,other,other,other,0.0734676095,0.10551167537499999
ViewSonic Pocket PC V37,2004-02-01,2004.083333,387,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.190995907,0.301229508,0.041693393,0.015844807,0.011508621,0.17617365,145.0,ViewSonic,ViewSonic,0.1020191885,0.11131704387500001
NEC MobilePro 900C,2004-03-01,2004.166667,388,0.031220435,0.001047635,0.199635034,0.460431655,0.219512195,0.103174603,0.653478854,0.323770492,0.1533034,0.192814166,0.165948276,0.100706714,91.0,NEC,NEC Corporationæ,0.0831524545,0.284054205125
Orange SPV M1000 (HTC Himalaya),2004-03-01,2004.166667,389,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,100.0,Orange,Orange UK,0.109831927,0.12115508699999998
I-Mate Smartphone2 (HTC Voyager),2004-04-01,2004.25,390,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,64.0,I-Mate,I-Mate,0.074630348,0.090781303875
PalmOne Zire 31,2004-04-01,2004.25,391,0.00778222,6.45e-05,0.099589413,0.079136691,0.024390244,0.063492063,0.184174625,0.258196721,0.063502245,0.018949532,0.012068966,0.092125189,102.0,Palm,Palm,0.049890330499999996,0.087988885875
PalmOne Zire 31,2004-04-01,2004.25,391,0.00778222,6.45e-05,0.099589413,0.079136691,0.024390244,0.063492063,0.184174625,0.258196721,0.063502245,0.018949532,0.012068966,0.092125189,102.0,PalmOne,Palm,0.049890330499999996,0.087988885875
PalmOne Zire 31,2004-04-01,2004.25,391,0.00778222,6.45e-05,0.099589413,0.079136691,0.024390244,0.063492063,0.184174625,0.258196721,0.063502245,0.018949532,0.012068966,0.092125189,102.0,U.S.,Palm,0.049890330499999996,0.087988885875
PalmOne Zire 72,2004-04-01,2004.25,392,0.015594958,0.000130058,0.15561496,0.09352518,0.089430894,0.142857143,0.186903138,0.278688525,0.069916613,0.022503908,0.01637931,0.26476527,102.0,Palm,Palm,0.1090263115,0.112525588875
PalmOne Zire 72,2004-04-01,2004.25,392,0.015594958,0.000130058,0.15561496,0.09352518,0.089430894,0.142857143,0.186903138,0.278688525,0.069916613,0.022503908,0.01637931,0.26476527,102.0,PalmOne,Palm,0.1090263115,0.112525588875
PalmOne Zire 72,2004-04-01,2004.25,392,0.015594958,0.000130058,0.15561496,0.09352518,0.089430894,0.142857143,0.186903138,0.278688525,0.069916613,0.022503908,0.01637931,0.26476527,102.0,U.S.,Palm,0.1090263115,0.112525588875
Panasonic Toughbook CF-P1 Mk. 2,2004-04-01,2004.25,393,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.249658936,0.508196721,0.22386145,0.139391474,0.092672414,0.17617365,103.0,Panasonic,Panasonic,0.1020191885,0.19288063874999997
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Audiovox,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Bell,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Cingular,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,CyberBank,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Daxian,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Dopod,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Grundig,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,HTC,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Krome,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Lobster,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Mobile,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Qtek,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Swisscom,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Telstra,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Trium,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,Typhoon,HTC,0.08938240324999999,0.11572965650000001
Typhoon MyGuide 3500 XL,2004-04-01,2004.25,394,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.258934426,0.115779346,0.030940197,0.01875,0.17617365,61.0,UTStarcom,HTC,0.08938240324999999,0.11572965650000001
Acer n30,2004-05-01,2004.333333,395,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.284836066,0.046824888,0.014688564,0.015086207,0.17617365,3.0,Acer,Acer,0.0851304645,0.10833611574999998
Dell Axim X30 Advanced,2004-05-01,2004.333333,396,0.031220435,0.001047635,0.311686129,0.129496403,0.056910569,0.142857143,0.192905866,0.278688525,0.057087877,0.019570477,0.016594828,0.17617365,39.0,Dell,Dell,0.13003196225,0.111763961
Dell Axim X30 Basic,2004-05-01,2004.333333,397,0.015594958,0.000523305,0.15561496,0.129496403,0.056910569,0.142857143,0.192905866,0.278688525,0.057087877,0.019570477,0.016594828,0.17617365,39.0,Dell,Dell,0.08697671825,0.111763961
Dell Axim X30i,2004-05-01,2004.333333,398,0.031220435,0.001047635,0.311686129,0.129496403,0.056910569,0.142857143,0.192905866,0.300819672,0.057087877,0.019570477,0.017025862,0.17617365,39.0,Dell,Dell,0.13003196225,0.114584233625
E-TEN InfoTouch P300B,2004-05-01,2004.333333,399,0.031220435,0.001047635,0.101090097,0.079136691,0.056910569,0.142857143,0.165075034,0.278688525,0.108402822,0.029163009,0.02262931,0.244068652,43.0,E-TEN,"E-TEN Information Systems Co., Ltd",0.09435670474999999,0.110357887875
E-TEN InfoTouch P300B,2004-05-01,2004.333333,399,0.031220435,0.001047635,0.101090097,0.079136691,0.056910569,0.142857143,0.165075034,0.278688525,0.108402822,0.029163009,0.02262931,0.244068652,43.0,MWg,"E-TEN Information Systems Co., Ltd",0.09435670474999999,0.110357887875
Fujitsu-Siemens Pocket LOOX 410,2004-05-01,2004.333333,400,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.174897681,0.262704918,0.051314945,0.014667152,0.014008621,0.17617365,50.0,Fujitsu,Fujitsu Ltd,0.08938240324999999,0.10585717900000001
Fujitsu-Siemens Pocket LOOX 410,2004-05-01,2004.333333,400,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.174897681,0.262704918,0.051314945,0.014667152,0.014008621,0.17617365,50.0,Fujitsu-Siemens,Fujitsu Ltd,0.08938240324999999,0.10585717900000001
Fujitsu-Siemens Pocket LOOX 420,2004-05-01,2004.333333,401,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.174897681,0.263114754,0.051314945,0.014688564,0.014008621,0.17617365,50.0,Fujitsu,Fujitsu Ltd,0.10188810599999999,0.105911085
Fujitsu-Siemens Pocket LOOX 420,2004-05-01,2004.333333,401,0.031220435,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.174897681,0.263114754,0.051314945,0.014688564,0.014008621,0.17617365,50.0,Fujitsu-Siemens,Fujitsu Ltd,0.10188810599999999,0.105911085
Medion MDPPC 250 (MD41800),2004-05-01,2004.333333,402,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365,84.0,Getac,MiTAC International Corp,0.0851304645,0.10534769475
Medion MDPPC 250 (MD41800),2004-05-01,2004.333333,402,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365,84.0,Medion,MiTAC International Corp,0.0851304645,0.10534769475
Medion MDPPC 250 (MD41800),2004-05-01,2004.333333,402,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365,84.0,Mio,MiTAC International Corp,0.0851304645,0.10534769475
Medion MDPPC 250 (MD41800),2004-05-01,2004.333333,402,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365,84.0,MiTAC,MiTAC International Corp,0.0851304645,0.10534769475
Medion MDPPC 250 (MD41800),2004-05-01,2004.333333,402,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365,84.0,Sagem,MiTAC International Corp,0.0851304645,0.10534769475
Medion MDPPC 250 (MD41800),2004-05-01,2004.333333,402,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.175989086,0.266393443,0.04425914,0.013082671,0.013793103,0.17617365,84.0,Yakumo,MiTAC International Corp,0.0851304645,0.10534769475
Psion Teklogix WORKABOUT PRO C,2004-05-01,2004.333333,403,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.233287858,0.709016393,0.243104554,0.182986104,0.084913793,0.17617365,152.0,Psion,Zebra Technologies,0.109831927,0.222821602125
Psion Teklogix WORKABOUT PRO C,2004-05-01,2004.333333,403,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.233287858,0.709016393,0.243104554,0.182986104,0.084913793,0.17617365,152.0,Symbol,Zebra Technologies,0.109831927,0.222821602125
Psion Teklogix WORKABOUT PRO M,2004-05-01,2004.333333,404,0.031220435,0.001047635,0.199635034,0.115107914,0.056910569,0.142857143,0.233287858,0.709016393,0.243104554,0.182986104,0.084913793,0.193336699,152.0,Psion,Zebra Technologies,0.10630995074999999,0.221023041
Psion Teklogix WORKABOUT PRO M,2004-05-01,2004.333333,404,0.031220435,0.001047635,0.199635034,0.115107914,0.056910569,0.142857143,0.233287858,0.709016393,0.243104554,0.182986104,0.084913793,0.193336699,152.0,Symbol,Zebra Technologies,0.10630995074999999,0.221023041
Psion Teklogix WORKABOUT PRO S,2004-05-01,2004.333333,405,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.249658936,0.577868852,0.243104554,0.165985054,0.077801724,0.17617365,152.0,Psion,Zebra Technologies,0.109831927,0.20546040437500002
Psion Teklogix WORKABOUT PRO S,2004-05-01,2004.333333,405,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.249658936,0.577868852,0.243104554,0.165985054,0.077801724,0.17617365,152.0,Symbol,Zebra Technologies,0.109831927,0.20546040437500002
RoverPC P4,2004-05-01,2004.333333,406,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.181446112,0.299180328,0.04425914,0.015352333,0.012931034,0.17617365,111.0,RoverPC,RoverComputers,0.1020191885,0.11030413274999999
Samsung NEXiO XP30,2004-05-01,2004.333333,407,0.062471389,0.001047635,0.199635034,0.237410072,0.284552846,0.222222222,0.405184175,0.172131148,0.046824888,0.031025844,0.038793103,0.358909642,113.0,Samsung,Samsung,0.155515925,0.17976803724999998
Asus MyPal A730,2004-06-01,2004.416667,408,0.031220435,0.001047635,0.259662406,0.143884892,0.154471545,0.301587302,0.180900409,0.280737705,0.069275176,0.02151896,0.023706897,0.433619384,14.0,Asus,Asus,0.181387465,0.14701036075
Audiovox PPC-4100,2004-06-01,2004.416667,409,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365,61.0,Audiovox,HTC,0.1020191885,0.11187706524999999
Audiovox PPC-4100,2004-06-01,2004.416667,409,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365,61.0,Bell,HTC,0.1020191885,0.11187706524999999
Audiovox PPC-4100,2004-06-01,2004.416667,409,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365,61.0,Cingular,HTC,0.1020191885,0.11187706524999999
Audiovox PPC-4100,2004-06-01,2004.416667,409,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365,61.0,CyberBank,HTC,0.1020191885,0.11187706524999999
Audiovox PPC-4100,2004-06-01,2004.416667,409,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365,61.0,Daxian,HTC,0.1020191885,0.11187706524999999
Audiovox PPC-4100,2004-06-01,2004.416667,409,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.17053206,0.245901639,0.101988454,0.025994047,0.021336207,0.17617365,61.0,Dopod,HTC,0.1020191885,0.11187706524999999
